1577415975588|67|statement|connection 0|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1577418811625|32|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1577418811694|30|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like ? escape ?|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like '%kenan' escape '\'
1577418811750|55|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=?|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=1
1577418811794|41|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=?|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=1
1577418811907|111|commit|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai||
1577418812017|61|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select count(menu0_.id) as col_0_0_ from menu menu0_|select count(menu0_.id) as col_0_0_ from menu menu0_
1577418812045|25|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menu0_.id as id1_2_, menu0_.is_deleted as is_delet2_2_, menu0_.gmt_create as gmt_crea3_2_, menu0_.gmt_modified as gmt_modi4_2_, menu0_.icon as icon5_2_, menu0_.menu_code as menu_cod6_2_, menu0_.menu_name as menu_nam7_2_, menu0_.is_menu_or_btn as is_menu_8_2_, menu0_.parent_id as parent_i9_2_, menu0_.url as url10_2_ from menu menu0_|select menu0_.id as id1_2_, menu0_.is_deleted as is_delet2_2_, menu0_.gmt_create as gmt_crea3_2_, menu0_.gmt_modified as gmt_modi4_2_, menu0_.icon as icon5_2_, menu0_.menu_code as menu_cod6_2_, menu0_.menu_name as menu_nam7_2_, menu0_.is_menu_or_btn as is_menu_8_2_, menu0_.parent_id as parent_i9_2_, menu0_.url as url10_2_ from menu menu0_
1577418812093|44|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=1
1577418812137|42|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=?|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=1
1577418812160|21|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=18
1577418812709|91|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like ? escape ?|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like '%kenan' escape '\'
1577418812851|140|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=?|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=1
1577418813116|265|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=?|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=1
1577418813226|106|commit|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai||
1577418813386|104|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select count(dept0_.id) as col_0_0_ from dept dept0_|select count(dept0_.id) as col_0_0_ from dept dept0_
1577418813505|54|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like ? escape ?|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like '%kenan' escape '\'
1577418813550|43|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=?|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=1
1577418813577|26|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=?|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=1
1577418813611|31|commit|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai||
1577418813677|16|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select count(dict0_.id) as col_0_0_ from dict dict0_|select count(dict0_.id) as col_0_0_ from dict dict0_
1577418813693|14|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select dict0_.id as id1_1_, dict0_.is_deleted as is_delet2_1_, dict0_.gmt_create as gmt_crea3_1_, dict0_.gmt_modified as gmt_modi4_1_, dict0_.dict_code as dict_cod5_1_, dict0_.dict_name as dict_nam6_1_, dict0_.dict_num as dict_num7_1_, dict0_.parent_id as parent_i8_1_ from dict dict0_ limit ?|select dict0_.id as id1_1_, dict0_.is_deleted as is_delet2_1_, dict0_.gmt_create as gmt_crea3_1_, dict0_.gmt_modified as gmt_modi4_1_, dict0_.dict_code as dict_cod5_1_, dict0_.dict_name as dict_nam6_1_, dict0_.dict_num as dict_num7_1_, dict0_.parent_id as parent_i8_1_ from dict dict0_ limit 15
1577418813701|6|commit|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai||
1577418814469|10|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1577418814494|16|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like ? escape ?|select user0_.id as id1_5_, user0_.is_deleted as is_delet2_5_, user0_.gmt_create as gmt_crea3_5_, user0_.gmt_modified as gmt_modi4_5_, user0_.account as account5_5_, user0_.address as address6_5_, user0_.cname as cname7_5_, user0_.dept_id as dept_id12_5_, user0_.email as email8_5_, user0_.ename as ename9_5_, user0_.password as passwor10_5_, user0_.phone as phone11_5_ from user user0_ where user0_.account like '%kenan' escape '\'
1577418814506|10|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=?|select roles0_.user_id as user_id1_6_0_, roles0_.role_id as role_id2_6_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from user_role roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.user_id=1
